Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;BAU016__Gebaeude/Baumassnahmen__Anzahl;BAU015__Gebaeude__Anzahl;FLC003__Rauminhalt__1000_cbm;BAU003__Baumassnahmen__Anzahl;FLC002__Nutzflaeche__1000_qm;WOHN01__Wohnungen__Anzahl;FLC014__Wohnflaeche_der_Wohnungen__1000_qm;WOE009__Sonstige_Wohneinheiten__Anzahl;FLC015__Wohnflaeche_der_sonstigen_Wohneinheiten__1000_qm;WOHN08__Wohnraeume__Anzahl;VKB001__Veranschlagte_Kosten_des_Bauwerks__Tsd._EUR
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNUNWOHNGEB;Wohn- und Nichtwohngeb‰ude;289794;-;-;-;47286;290978;33846;3980;148;1501724;74438183
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBAEUDE;Wohngeb‰ude;234868;-;-;-;6837;285320;33312;3652;137;1480299;41767933
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBW01;Wohngeb‰ude mit 1 Wohnung;x;x;x;x;x;x;x;x;x;x;x
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBW02;Wohngeb‰ude mit 2 Wohnungen;x;x;x;x;x;x;x;x;x;x;x
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEWB01O02;Wohngeb‰ude mit 1 oder 2 Wohnungen;x;x;x;x;x;x;x;x;x;x;x
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBW03UM;Wohngeb‰ude mit 3 oder mehr Wohnungen;x;x;x;x;x;x;x;x;x;x;x
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNHEIM;Wohnheime;281;-;-;-;34;1189;46;3790;138;6952;361326
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBMETW;Wohngeb‰ude mit Eigentumswohnungen;12134;-;-;-;846;55116;4781;-36;0;214612;5991998
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBOEFBH1;÷ffentliche Bauherren von Wohngeb‰uden;998;-;-;-;20;1974;179;293;9;8183;315741
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH1;Unternehmen als Bauherren von Wohngeb‰uden;50231;-;-;-;1926;102528;10072;1441;50;458861;12434729
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH2;Wohnungsunternehmen als Bauherren von Wohngeb‰uden;41386;-;-;-;1660;87552;8522;688;25;389594;10391192
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBIMMOFON1;Immobilienfonds als Bauherren von Wohngeb‰uden;1010;-;-;-;36;2063;223;111;4;10059;313548
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBSONUNTBH;Sonst. Unternehmen als Bauherren von Wohngeb‰uden;7835;-;-;-;230;12913;1327;642;22;59208;1729989
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBLFF;Untern.d.Land-,Forstw.,Fischerei a.Bauh.v.Wohngeb.;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBPRODG;Untern. d. Prod. Gew. als Bauherren v.Wohngeb‰uden;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBHANDEL;Untern. d. Handels u.ƒ. a.Bauherren v.Wohngeb‰uden;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBPHHABH1;Private Haushalte als Bauherren von Wohngeb‰uden;182946;-;-;-;4847;178368;22900;305;10;1003797;28597486
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBORGOEBH1;Organis.ohne Erwerbszweck als Bauherren v.Wohngeb.;693;-;-;-;44;2450;161;1613;68;9458;419977
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;NICHTWOHNGEB;Nichtwohngeb‰ude;54926;-;-;-;40450;5658;534;328;10;21425;32670250
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBANSTALT01;Anstaltsgeb‰ude;1316;-;-;-;1431;884;35;405;12;1966;2759852
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBBUERO01;B¸ro- und Verwaltungsgeb‰ude;6411;-;-;-;6498;613;79;-139;-4;2581;8263945
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBBETRLW01;Landwirtschaftliche Betriebsgeb‰ude;11303;-;-;-;5340;625;71;18;1;2883;1653982
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBBETRNLW01;Nichtlandwirtschaftliche Betriebsgeb‰ude;29091;-;-;-;24037;3254;335;74;2;13461;15126899
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBFABRIK01;Fabrik- und Werkstattgeb‰ude;8255;-;-;-;8639;790;95;11;0;3809;5632635
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;HULGEBAEUDE;Handels- und Lagergeb‰ude;13148;-;-;-;11869;2069;204;70;2;8332;6946873
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBHANDEL01;Handelsgeb‰ude;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBLAGER01;Warenlagergeb‰ude;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;HOTELSGAST;Hotels und Gastst‰tten;2293;-;-;-;725;180;15;-7;0;468;964538
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;GEBNWOHNSONST01;Sonstige Nichtwohngeb‰ude;6805;-;-;-;3143;282;15;-30;0;534;4865572
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBOEFBH2;÷ffentliche Bauherren von Nichtwohngeb‰uden;5160;-;-;-;2871;38;-8;-39;-2;-425;5112101
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH3;Unternehmen als Bauherren von Nichtwohngeb‰uden;38725;-;-;-;34144;4123;393;194;8;15788;23749098
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH4;Unternehm.d.Land-u.Forstw.,Fischerei a.Bauherr.NWG;11122;-;-;-;5419;453;50;13;0;2066;1712627
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH5;Unternehm.d.Prod.Gew.als Bauherren v.Nichtwohngeb.;10569;-;-;-;11355;665;81;10;0;3090;6932532
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH6;Unternehm.v.Handel, Kreditinst.u.a. als Bauh.v.NWG;17034;-;-;-;17371;3005;261;171;8;10632;15103938
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBIMMOFON2;Immobilienfonds als Bauherren v.Nichtwohngeb‰uden;377;-;-;-;1023;86;7;-39;1;240;1108990
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH7;Wohnungsunternehmen als Bauherren v. Nichtwohngeb.;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBPHHABH2;Priv.Haushalte als Bauherren von Nichtwohngeb‰uden;8007;-;-;-;1921;1312;144;36;1;5709;1538357
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBORGOEBH2;Org.oh.Erwerbszw.als Bauherren v.Nichtwohngeb‰uden;3034;-;-;-;1513;185;5;137;4;353;2270694
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBOEFBH4;÷ffentl.Bauherr.u.Org.o.Erwerbszw. a.Bauherr.v.NWG;8194;-;-;-;4385;223;-4;98;1;-72;7382795
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBOEFBH3;Nichtˆffentliche Bauherren von Nichtwohngeb‰uden;46732;-;-;-;36065;5435;537;230;9;21497;25287455
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT4;Errichtg.neuer Geb‰ude u.Baumaﬂnahmen an best.Geb.;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBAINFRAS;Ausgew‰hlte Infrastrukturgeb‰ude(Nichtwohngeb‰ude);8585;-;-;-;5132;1136;46;359;11;2344;8237629
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNUNWOHNGEB;Wohn- und Nichtwohngeb‰ude;-;201112;386486;-;43135;262037;29358;3784;125;1328303;61535980
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBAEUDE;Wohngeb‰ude;-;165744;160203;-;7573;256564;28868;3337;113;1307176;35645116
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;GEBW01;Wohngeb‰ude mit 1 Wohnung;-;136722;103299;-;5035;136722;18475;102;3;821962;22834312
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;GEBW02;Wohngeb‰ude mit 2 Wohnungen;-;17886;20808;-;1011;35772;3763;38;1;169376;4614769
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;GEWB01O02;Wohngeb‰ude mit 1 oder 2 Wohnungen;-;154608;124107;-;6046;172494;22237;140;5;991338;27449080
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;GEBW03UM;Wohngeb‰ude mit 3 oder mehr Wohnungen;-;10999;35187;-;1479;83047;6593;59;2;310054;7960122
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNHEIM;Wohnheime;-;137;908;-;48;1023;38;3138;106;5784;235914
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBMETW;Wohngeb‰ude mit Eigentumswohnungen;-;7996;22646;-;1011;50969;4247;27;1;195275;5157109
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBOEFBH1;÷ffentliche Bauherren von Wohngeb‰uden;-;651;808;-;39;1444;144;119;4;6684;189832
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH1;Unternehmen als Bauherren von Wohngeb‰uden;-;44067;50225;-;2188;97971;9389;1420;46;436960;11092849
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBUNTABH2;Wohnungsunternehmen als Bauherren von Wohngeb‰uden;-;37659;42915;-;1839;84769;8094;763;25;377412;9479074
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBIMMOFON1;Immobilienfonds als Bauherren von Wohngeb‰uden;-;797;1032;-;48;2179;194;111;4;9062;227245
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBSONUNTBH;Sonst. Unternehmen als Bauherren von Wohngeb‰uden;-;5611;6277;-;301;11023;1101;546;17;50486;1386530
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBLFF;Untern.d.Land-,Forstw.,Fischerei a.Bauh.v.Wohngeb.;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBPRODG;Untern. d. Prod. Gew. als Bauherren v.Wohngeb‰uden;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBHANDEL;Untern. d. Handels u.ƒ. a.Bauherren v.Wohngeb‰uden;-;-;-;-;-;-;-;-;-;-;-
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBPHHABH1;Private Haushalte als Bauherren von Wohngeb‰uden;-;120625;108006;-;5292;154995;19197;190;6;855096;24059167
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;WOHNGEBORGOEBH1;Organis.ohne Erwerbszweck als Bauherren v.Wohngeb.;-;401;1164;-;54;2154;138;1608;57;8436;303269
31111;Statistik der Baugenehmigungen;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;BAUBR1;Hochbau;BAUART1;Hochbau;BAUTK1;Baut‰tigkeiten;ARTBT5;Errichtung neuer Geb‰ude;BAUGB1;Geb‰udeart/Bauherr;NICHTWOHNGEB;Nichtwohngeb‰ude;-;35368;226283;-;35562;5473;490;447;12;21127;25890863
